iata,lat,lng,country,name,city
UTK,11.222219,169.851429,MH,Utirik Airport,Utirik Island
OCA,25.325399398804,-80.274803161621,US,Ocean Reef Club Airport,Key Largo
CUX,27.7211,-97.512802,US,Cuddihy Field,Corpus Christi
CSE,38.851918,-106.928341,US,Crested Butte Airpark,Crested Butte
CUS,31.823898,-107.629924,US,Columbus Airport,Columbus
JCY,30.251801,-98.622498,US,LBJ Ranch Airport,Stonewall
NUP,60.905591,-162.440454,US,Nunapitchuk Airport,Nunapitchuk
ICY,59.966269,-141.660118,US,Icy Bay Airport,Icy Bay
KKK,64.4166256967,-156.820392609,US,Kalakaket Creek AS Airport,Kalakaket Creek
MHS,41.263199,-122.272003,US,Dunsmuir Muni-Mott Airport,Dunsmuir
NIR,28.362444,-97.661917,US,Chase Field Industrial Airport,Beeville
GCT,36.258614,-113.231159,US,Grand Canyon Bar Ten Airstrip,Littlefield
LVD,61.3591003418,-155.440002441,US,Lime Village Airport,Lime Village
HGZ,66.176133,-155.684816,US,Hog River Airport,Hogatza
OTN,38.851782,-87.49987,US,Ed-Air Airport,Oaktown
TLF,63.393901824951,-153.26899719238,US,Telida Airport,Telida
BZT,28.982200622559,-95.579696655273,US,Eagle Air Park,Brazoria
BYW,48.579162,-122.823844,US,Blakely Island Airport,Blakely Island
DRF,60.588901519800004,-152.162002563,US,Drift River Airport,Kenai
BDF,41.230899810800004,-89.61569976810001,US,Rinkenberger Restricted Landing Area,Bradford
TEH,63.124618,-142.518005,US,Tetlin Airport,Tetlin
VRS,38.427799224854,-92.875198364258,US,Roy Otten Memorial Airfield,Versailles
ATT,60.866699,-162.272996,US,Atmautluak Airport,Atmautluak
LIV,65.467,-148.6534,US,Livengood Camp Airport,Livengood
PDB,59.796925,-154.129994,US,Pedro Bay Airport,Pedro Bay
KOZ,57.942094,-152.464314,US,Ouzinkie Airport,Ouzinkie
TNK,60.569638,-165.246649,US,Tununak Airport,Tununak
MNT,65.147991,-149.368658,US,Minto Al Wright Airport,Minto
WKK,59.2826004028,-158.617996216,US,Aleknagik / New Airport,Aleknagik
RFK,32.953543,-90.845144,US,Rollang Field,Rolling Fork
NNK,58.735633,-157.02216,US,Naknek Airport,Naknek
BCS,29.866078,-90.021608,US,Southern Seaplane Airport,Belle Chasse
MMN,42.460298,-71.519031,US,Minute Man Air Field,Stow
BWL,36.7958984375,-97.3170013428,US,Earl Henry Airport,Blackwell
CWS,48.490046,-122.831612,US,Center Island Airport,Center Island
TEK,60.871449,-146.690297,US,Tatitlek Airport,Tatitlek
DUF,36.252744,-75.785256,US,Pine Island Airport,Corolla
SSW,48.673379,-123.175439,US,Stuart Island Airpark,Friday Harbor
FOB,39.472445,-123.795319,US,Fort Bragg Airport,Fort Bragg
AXB,44.312002,-75.90034,US,Maxson Airfield,Alexandria Bay
REE,33.590301513672,-102.03700256348,US,Reese Airpark,Lubbock
WDN,48.71141,-123.018208,US,Waldron Airstrip,Eastsound
CHU,61.579102,-159.216003,US,Chuathbaluk Airport,Chuathbaluk
UGS,57.523476,-157.396344,US,Ugashik Airport,Ugashik
KLL,59.12606,-156.860906,US,Levelock Airport,Levelock
WTL,60.351243,-162.654476,US,Tuntutuliak Airport,Tuntutuliak
TWA,59.074713,-160.274992,US,Twin Hills Airport,Twin Hills
KCQ,56.2550010681,-158.774993896,US,Chignik Lake Airport,Chignik Lake
AAD,6.095802,46.6375,SO,Adado Airport,Adado
ABP,-6.06462,141.095173,PG,Atkamba Airport,Atkamba Mission
ACM,-2.143713,-71.75935,CO,Arica Airport,Arica
ADV,11.4023,26.1186,SD,El Daein Airport,El Daein
AEE,10.053611,32.959444,SS,Adareil Airport,Adar
AEQ,43.908407,120.15099,CN,Ar Horqin Airport,Chifeng
AFT,-9.191389,160.948611,SB,Afutara Aerodrome,Bila
RNA,-9.86054358262,161.979546547,SB,Ulawa Airport,Arona
ATD,-8.87333,161.011002,SB,Uru Harbour Airport,Atoifi
VEV,-7.912779808044434,156.70599365234375,SB,Barakoma Airport,Barakoma
BPF,-8.56202777778,158.119305556,SB,Batuna Aerodrome,Batuna Mission Station
GEF,-7.575829982757568,156.5970001220703,SB,Geva Airport,Liangia
AGG,-4.057077,144.073841,PG,Angoram Airport,Angoram
AKS,-8.70257,160.682007,SB,Gwaunaru'u Airport,Auki
BNY,-11.302222222200001,159.798333333,SB,Bellona/Anua Airport,Anua
CHY,-6.711944,156.396111,SB,Choiseul Bay Airport,Choiseul Bay
BAS,-6.990745,155.886656,SB,Ballalae Airport,Ballalae
FRE,-8.1075,159.576996,SB,Fera/Maringe Airport,Fera Island
HIR,-9.428,160.054993,SB,Honiara International Airport,Honiara
MBU,-9.7475,159.839005,SB,Babanakira Airport,Mbambanakira
AVU,-9.868333,160.410556,SB,Avu Avu Airport,Avu Avu
IRA,-10.449700355500001,161.897994995,SB,Ngorangora Airport,Kirakira
SCZ,-10.7203,165.794998,SB,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova
MUA,-8.32797,157.263,SB,Munda Airport,Munda
GZO,-8.09778022766,156.863998413,SB,Nusatupe Airport,Gizo
MNY,-7.416940212249756,155.56500244140625,SB,Mono Airport,Stirling Island
PRS,-9.641670227050781,161.4250030517578,SB,Parasi Airport,Parasi
RNL,-11.55,160.062778,SB,Rennell/Tingoa Airport,Rennell Island
EGM,-8.57889,157.876007,SB,Sege Airport,Sege
NNB,-10.847994,162.454108,SB,Santa Ana Airport,Santa Ana Island
RUS,-9.861669540409999,160.824996948,SB,Marau Airport,Marau
VAO,-7.58556,158.731003,SB,Suavanao Airport,Suavanao
XYA,-9.092816,159.21841,SB,Yandina Airport,Yandina
AGK,-6.396388888890001,143.853611111,PG,Kagua Airport,Kagua
KGE,-7.3305,157.585,SB,Kaghau Airport,Kagau Island
KUE,-8.0262,156.94783,SB,Kukudu Airport,Kolombangara Island
KWS,-8.360508,160.775127,SB,Kwailabesi Airport,Kwailabesi
LLM,-10.296828,166.327322,SB,Lomlom Airport,Lomlom
NAZ,-10.6758,162.2049,SB,Nana Airport,Star Harbor
MHM,-8.325008,160.80051,SB,Manaoba Airport,Manaoba
GTA,-8.738358,158.202836,SB,Gatokae Aerodrome,Gatokae
RIN,-8.12639045715332,157.14300537109375,SB,Ringi Cove Airport,Ringi Cove
RBV,-8.168060302734375,157.64300537109375,SB,Ramata Airport,Ramata
AHY,-20.015833333299998,45.535,MG,Ambatolhy Airport,Ambatolahy
AIC,7.279422,168.8257,MH,Ailinglaplap Airok Airport,Bigatyelang Island
CEX,65.0518035889,-146.04699707,US,Chena Hot Springs Airport,Chena Hot Springs
SOL,64.5605,-164.4457,US,Solomon State Field,Solomon
HED,55.802346,-160.901346,US,Herendeen Bay Airport,Herendeen Bay
TWE,65.6792984009,-164.798995972,US,Taylor Airport,Taylor
CDL,65.907699585,-161.925994873,US,Candle 2 Airport,Candle
BSW,60.4230995178,-146.145996094,US,Boswell Bay Airport,Boswell Bay
AKM,10.8902777778,19.8172222222,TD,Zakuoma Airport,ZaKouma
YUK,39.202272,46.455204,AM,Syunik Airport,Kapan
AME,-15.6102777778,37.6813888889,MZ,Alto Molocue Airport,Alto Molocue
AMY,-17.686667,45.623889,MG,Ambatomainty Airport,
INU,-0.547458,166.919006,NR,Nauru International Airport,Yaren District
ANZ,-25.0325,132.2748,AU,Angus Downs Airport,Angus Downs Station
CTV,-9.431359,20.311557,AO,Catoca Airport,Saurimo
ANL,-11.4723,16.710899,AO,Andulo Airport,Andulo
CNZ,-13.7106,19.861099,AO,Cangamba Airport,Cangamba
DRC,-17.981924,20.768061,AO,Dirico Airport,Dirico
NDF,-9.280378,14.982432,AO,N'dalatando Airport,N'dalatando
AOB,-4.90416666667,144.635833333,PG,Annanberg Airport,
AOD,11.4773,19.2874,TD,Abou-Deïa Airport,Abou-Deïa
APP,-8.979167,148.103611,PG,Asapa Airport,
AQY,60.968774,-149.119792,US,Girdwood-Alyeska Airport,Girdwood
QRF,-35.145811,-60.480294,AR,Bragado Airport,Bragado
CVI,-46.37428,-67.59409,AR,Caleta Olivia Airport,Caleta Olivia
CNT,-27.2164,-61.2103,AR,Charata Airport,Charata
VGS,-34.995728,-62.999725,AR,General Villegas Airport,General Villegas
LMD,-40.817699,-68.074699,AR,Los Menucos Airport,Los Menucos
VCF,-40.700001,-66.150002,AR,Valcheta Airport,Valcheta
CPG,-40.7781,-62.9803,AR,Carmen de Patagones Airport,Carmen de Patagones
ARP,-9.88333333333,149.483333333,PG,Aragip Airport,
ASZ,-6.009722222220001,150.368611111,PG,Asirim Airport,
LYT,-24.1129,152.7156,AU,Lady Elliot Island Airstrip,Lady Elliot Island
GYZ,-28.034548,123.81506,AU,Gruyere Airport,Cosmo Newbery
AGW,-12.1456,142.149369,AU,Agnew Airport,Agnew
AYD,-19.2908,136.078995,AU,Alroy Downs Airport,Alroy Downs
BYX,-13.1981,136.227005,AU,Baniyala Airport,Baniyala
COB,-15.548299789428711,130.96200561523438,AU,Coolibah Airport,Coolibah
CRJ,-31.894399642944336,132.29600524902344,AU,Coorabie Airport,Coorabie
CRY,-15.501899719238281,128.53399658203125,AU,Carlton Hill Airport,Carlton Hill
CSD,-17.947999954223633,135.91600036621094,AU,Cresswell Downs Airport,Cresswell Downs
DYM,-23.761699676513672,141.14500427246094,AU,Diamantina Lakes Airport,Diamantina Lakes
HLV,-15.685799598693848,145.21499633789062,AU,Helenvale Airport,Helenvale
KBD,-17.39780044555664,124.3550033569336,AU,Kimberley Downs Airport,Kimberley Downs
KGR,-25.8428,133.292007,AU,Kulgera Airport,Ghan
PEP,-14.1442,130.091003,AU,Peppimenarti Airport,Peppimenarti
RDA,-18.95330047607422,135.2010040283203,AU,Rockhampton Downs Airport,Rockhampton Downs
SSK,-19.166400909423828,128.1739959716797,AU,Sturt Creek Airport,Sturt Creek
SWB,-21.510299682617188,119.36199951171875,AU,Shaw River Airport,Shaw River
TWP,-17.363300323486328,143.75,AU,Torwood Airport,Torwood
ZVG,-17.7869,127.669998,AU,Springvale Airport,Springvale
AWR,-4.122278,144.853292,PG,Awar Airport (unusable),Awar
AXF,38.74831,105.58858,CN,Alxa Left Banner Bayanhot Airport,Bayanhot
AXO,-8.244832,124.219108,ID,Pantar Kabir Airport,Kabir
AMF,-4.10111111111,141.67,PG,Ama Airport,
UAE,-6.229978,144.664181,PG,Mount Aue Airport,Aue
AFR,-9.13867,148.390701,PG,Afore Airstrip,Afore
AUP,-9.927715,149.389951,PG,Agaun Airport,Agaun
ATP,-3.143611,142.346806,PG,Aitape Airport,Aitape
AIH,-7.342777777779999,141.2675,PG,Aiambak Airport,Aiambak
AMU,-3.586,141.214333333,PG,Amanab Airport,Amanab
ADC,-7.13722222222,145.744722222,PG,Andakombe Airport,Andekombe
AIE,-5.145699978,144.7307003,PG,Aiome Airport,Aiome
KPM,-5.38166666667,143.924722222,PG,Kompiam Airport,
AUJ,-4.21566666667,142.823166667,PG,Ambunti Airport,Ambunti
AWB,-8.013414,142.752099,PG,Awaba Airport,Awaba
AEK,-7.350805,146.193994,PG,Aseki Airport,Aseki
AYU,-6.33805555556,145.904166667,PG,Aiyura Airport,Aiyura Valley
VMU,-7.49686002731,144.819900513,PG,Baimuru Airport,Baimuru
BCP,-5.863611111110001,146.4925,PG,Bambu Airport,Bambu
BNM,-9.107777777779999,147.666722222,PG,Bodinumu Airport,Bodinumu
BMZ,-7.8485,143.2433,PG,Bamu Airport,Bamu
BDZ,-6.34722222222,146.942222222,PG,Baindoung Airport,
BSP,-8.85805555556,141.259444444,PG,Bensbach Airport,Bensbach
BWP,-3.0216666666700003,141.165277778,PG,Bewani Airport,Bewani
BUA,-5.4223198890686035,154.67300415039062,PG,Buka Airport,Buka Island
BAA,-5.3305602073700005,151.007995605,PG,Bialla Airport,Bialla Matalilu Ewase
OPU,-8.05000019073,142.932998657,PG,Balimo Airport,Balimo
BMH,-6.37316666667,144.637,PG,Bomai Airport,Bomai
BPD,-7.743611111110001,147.020555556,PG,Bapi Airstrip,Bapi
BPK,-5.526389,141.744583,PG,Biangabip Airport,Biangabip
BRP,-7.6693,146.7594,PG,Biaru Airport,Biaru
BUL,-7.216286671410001,146.649541855,PG,Bulolo Airport,Bulolo
XBN,-9.6425,149.303889,PG,Biniguni Airport,Biniguni
CVB,-4.80662,144.714996,PG,Chungribu Airport,Chungribu
CGC,-5.455231,148.422289,PG,Cape Gloucester Airport,Cape Gloucester
CMU,-6.024290084838867,144.9709930419922,PG,Chimbu Airport,Kundiawa
SQT,-10.5627777778,150.690694444,PG,China Strait Airstrip,Samarai Island
DBP,-6.30861111111,141.905555556,PG,Debepare Airport,Debepare
DER,-6.14472222222,147.107222222,PG,Derim Airport,Derim
BNT,-5.742222222220001,145.2275,PG,Bundi Airport,Bundi
MDM,-4.6204,143.4516,PG,Munduku Airport,Munduku
KPF,-8.5336,142.5049,PG,Kondobol Airport,Kondobol
DNU,-6.1546,146.6772,PG,Dinangat Airport,Dinangat
DOI,-10.7009,150.7218,PG,Doini Airport,Castori Islets
DOO,-9.461855,147.920907,PG,Dorobisoro Airport,Dorobisoro
DAU,-9.08676,143.207993,PG,Daru Airport,Daru
KRU,-8.271612,147.071899,PG,Kerau Airport,Gunim
EMS,-9.447,148.7628,PG,Embessa Airport,Embessa
XYR,-3.883986,141.792234,PG,Edwaki Airport,Yellow River Mission
EMI,-1.653949991,149.9757667,PG,Emirau Airport,Emirau Island
EFG,-9.15380555556,147.659805556,PG,Efogi Airport,Efogi
MHY,-8.71411111111,141.644444444,PG,Morehead Airport,Morehead
EPT,-5.0412,141.6779,PG,Eliptamin Airport,Eliptamin
EGA,-6.9179,146.1053,PG,Engati Airstrip,Engati
EMO,-9.1234,148.0415,PG,Emo River Airstrip,Emo Mission
ERU,-8.2538,146.9747,PG,Erume Airport,Erume
MFZ,-6.1364,149.1183,PG,Meselia Airport,Demgulu
BOT,-7.237257,141.1063222,PG,Bosset Airport,Bosset
ERE,-6.60646315446,143.900213242,PG,Erave Airport,Erave
SWE,-6.284181,147.582371,PG,Siwea Airport,Siwea
FNE,-8.54927777778,147.085833333,PG,Fane Airport,Fane Mission
FRQ,-5.208,141.6988,PG,Feramin Airport,Feramin
FIN,-6.621750109,147.85405,PG,Finschhafen Airport,Buki
FAQ,-4.610468,141.960138,PG,Frieda River Airport,Frieda River
FUM,-6.3933,142.4408,PG,Fuma Airport,Fuma
GKA,-6.081689834590001,145.391998291,PG,Goroka Airport,Goronka
GEW,-9.2263,148.4949,PG,Gewoia Airport,Gewoia
GUG,-8.1286,146.8722,PG,Guari Airport,Guari
GRL,-7.980713,147.213461,PG,Garasa Airport,Au
GAR,-7.875625,147.141266,PG,Garaina Airport,Garaina
GAZ,-9.225918,152.944352,PG,Guasopa Airport,Woodlark (Muyua) Island
GOE,-5.527716614,151.5733333,PG,Gonaili Airport,Gonaili
GUR,-10.3114995956,150.333999634,PG,Gurney Airport,Gurney
GAP,-6.053196,145.959047,PG,Gusap Airport,Gusap
PNP,-8.80453968048,148.309005737,PG,Girua Airport,Popondetta
GBC,-6.1028,141.7393,PG,Gasuke Airport,Gasuke
GMI,-6.27111005783,150.330993652,PG,Gasmata Island Airport,Gasmata Island
AKG,-3.560504,142.217307,PG,Anguganak Airport,Anguganak
GVI,-3.9022428989400004,141.170516968,PG,Green River Airport,Green River
GOC,-9.0021,148.2364,PG,Gora Airstrip,Gora
HBD,-6.32,142.4893,PG,Habi Airport,Habi
HNI,-7.4223,146.4276,PG,Heiweni Airport,Heiweni
HYF,-3.69838,143.057902,PG,Hayfields Airport,Bainyik
HNN,-6.2457,142.1771,PG,Honinabi Airport,Honinabi
HKN,-5.463846,150.407327,PG,Hoskins Airport,Kimbe
HIT,-6.9406,143.059,PG,Haivaro Airport,Haivaro
HWA,-7.392994,146.003487,PG,Hawabango Airport,Hawabango
IIS,-4.49972009659,154.225997925,PG,Nissan Island Airport,Nissan Island
IDN,-6.22663,147.244,PG,Indagen Airport,Indagen
IMN,-6.7524,146.1072,PG,Imane Airport,Imane
KGM,-5.671,141.03,PG,Kungim Airport,Kungim
IMD,-3.328,141.1573,PG,Imonda Airport,Imonda
KIE,-6.305417,155.728139,PG,Aropa Airport,Kieta
IAL,-6.2782,143.9944,PG,Ialibu Airport,Ialibu
WSA,-8.2836,142.8697,PG,Wasua Airport,Wasua
WIU,-4.689522,149.440112,PG,Witu Airport,Garove Island
MPX,-4.903055555560001,141.620833333,PG,Miyanmin Airport,Miyanmin
KGH,-8.5289,147.4603,PG,Yongai Airport,Yongai
JOP,-4.74708333333,145.007083333,PG,Josephstaal Airport,Josephstaal
LSA,-8.505820274353027,151.08099365234375,PG,Losuia Airport,Losuia
KBM,-6.15547222222,147.191472222,PG,Kabwum,
KDR,-6.19217,149.54783,PG,Kandrian Airport,Kandrian
KMF,-7.64925,145.956944444,PG,Kamina Airport,Hoieti
KPA,-5.3883,142.4977,PG,Kopiago Airport,Kopiago
KAQ,-8.150694444440001,146.834,PG,Kamulai Airport,Kamulai Mission
UNG,-6.1257100105285645,141.28199768066406,PG,Kiunga Airport,Kiunga
KNE,-5.2903,144.7072,PG,Kanainj Airport,Kanainj
KRI,-7.42438,144.250076,PG,Kikori Airport,Kikori
KMA,-7.96361017227,145.770996094,PG,Kerema Airport,Kerema
KKD,-8.884679,147.730957,PG,Kokoda Airport,Kokoda
KGW,-9.135916666670001,147.669444444,PG,Kagi Airport,Kagi
KRX,-4.557,145.9404,PG,Kar Kar Airport,Kar Kar Island
KZF,-7.50025,146.033833333,PG,Kaintiba Airport,Kaintiba
KUQ,-7.135083,143.276111,PG,Kuri Airport,Kuri
KVG,-2.57940006256,150.807998657,PG,Kavieng Airport,Kavieng
KWO,-7.977006912229999,142.823577881,PG,Kawito Airport,Kawito
LNV,-3.04361009598,152.628997803,PG,Londolovit Airport,Londolovit
LAB,-5.7204,148.0566,PG,Lab Lab Airport,Lab Lab Mission
KEG,-5.83277777778,145.097222222,PG,Keglsugl Airport,Denglagu Mission
KII,-9.006528,142.698056,PG,Kibuli Airstrip,Kibuli
LGN,-5.5319444444400006,149.734166667,PG,Linga Linga Airport,Linga Linga
LNM,-7.22313888889,146.227083333,PG,Langimar Airport,
LWI,-6.3344,146.6458,PG,Lowai Airport,Lowai
LPN,-6.3917,146.3434,PG,Leron Plains Airport,Leron Plains
LNG,-8.2799,146.2765,PG,Lese Airport,Lese
LNC,-6.384611111110001,147.368638889,PG,Lengbati Airport,
LMI,-3.47683951134,142.041292191,PG,Lumi Airport,Lumi
LSJ,-5.3604,147.0177,PG,Long Island Airport,Long Island
MRM,-9.1908,147.6219,PG,Manari Airport,Manari
OBM,-7.74,147.59,PG,Morobe Airport,Morobe
MYX,-7.21166666667,146.019361111,PG,Menyamya Airport,Menyamya
MAG,-5.20707988739,145.789001465,PG,Madang Airport,Madang
HGU,-5.828212,144.299412,PG,Mount Hagen Kagamuga Airport,Mount Hagen
MXK,-6.47166666667,147.441138889,PG,Mindik Airport,Mindik
MPG,-6.532222222220001,147.651166667,PG,Makini Airport,Makini
GUV,-6.280859,142.420775,PG,Mougulu Airport,Mougulu
MDU,-6.14774,143.656998,PG,Mendi Airport,Mendi
MAS,-2.06189,147.423996,PG,Momote Airport,Manus Island
MLQ,-8.07138888889,146.155472222,PG,Malalaua Airport,Malalaua
MQO,-8.70916666667,142.649722222,PG,Malam Airport,Malam
MXH,-6.36332988739,143.238006592,PG,Moro Airport,Moro
MIS,-10.689200401299999,152.837997437,PG,Misima Island Airport,Misima Island
MKN,-4.02343055556,153.657277778,PG,Malekolon Airport,Babase Island
MWG,-6.9736,145.8849,PG,Marawaka Airport,Marawaka
MPU,-2.81138888889,151.991111111,PG,Mapua(Mabua) Airport,Tatau Island
NKN,-5.837,146.4533,PG,Nankina Airport,Gwarawon
KEX,-7.538888888890001,145.905,PG,Kanabea Airport,Kanabea
NDN,-9.14355555556,147.68425,PG,Nadunumu Airport,Nadunumu
AUI,-1.46055555556,143.064722222,PG,Aua Island Airport,Aua Island
GBF,-6.567778,144.703058,PG,Negarbo(Negabo) Airport,Negarbo
MFO,-5.577778,151.792333,PG,Manguna Airport,Manguna
NUG,-3.4075,154.7383,PG,Nuguria Airstrip,Nuguria Island
NDI,-9.47375,148.329416667,PG,Namudi Airport,Namudi
KSB,-6.3819,146.9859,PG,Kasonombe Airport,Kasonombe
KDP,-5.84061111111,143.507222222,PG,Kandep Airport,Kandep
NMN,-6.32183,145.070667,PG,Nomane Airport,Namane
BXZ,-5.7243,147.8667,PG,Bunsil Airport,Bunsil - Umboi Island
UKU,-3.676651,142.484334,PG,Nuku Airport,Nuku
ATN,-3.6695,152.438,PG,Namatanai Airport,Namatanai
NBA,-6.2412,145.2424,PG,Nambaiyufa Airport,Nambaiyufa
LAE,-6.569803,146.725977,PG,Nadzab Airport,Lae
OBX,-7.590622421369999,141.324262619,PG,Obo Airport,Obo
KGB,-6.2239,147.2152,PG,Konge Airport,Konge
OKV,-5.55666666667,141.032777778,PG,Okao Airport,Okao
OGE,-6.46675,147.364166667,PG,Ogeranang Airport,
OKP,-5.2261,142.2259,PG,Oksapmin Airport,Oksapmin
HOC,-7.3984,145.8827,PG,Komako Airport,Komako
KQL,-5.73116666667,144.846,PG,Kol Airport,Kol
OSE,-7.82777777778,147.080638889,PG,Omora Airport,Omora
KOM,-6.0682,142.8598,PG,Komo-Manda Airport,Komo
KSP,-8.450716,147.209195,PG,Kosipe Airport,Kosipe Mission
KCJ,-7.2714,143.5952,PG,Komaio Airport,Komaio
OLQ,-5.3897222222200005,141.515277778,PG,Olsobip Airport,Olsobip
KDE,-5.6952,142.7441,PG,Koroba Airport,Koroba
OPB,-4.794727,151.696195,PG,Open Bay Airport,Maitanakunai
PLE,-5.372407,142.975774,PG,Paiela Airport,Paiela
PGB,-7.0226,141.5605,PG,Pangoa Airport,Pangoa
PDI,-6.445138888890001,147.515833333,PG,Pindiu Airport,Pindiu
APR,-4.67666666667,142.540138889,PG,April River Airport,April River
PGN,-6.386,144.1084,PG,Pangia Airport,Pangia
PMP,-6.49916666667,143.510277778,PG,Pimaga Airport,Pimaga
MPF,-7.979,143.1694,PG,Mapoda Airport,Mapoda
PMN,-9.7469,149.4766,PG,Pumani Airport,Pumani
WLU,-6.475161,143.987222,PG,Walluanda Airport,Puri
POM,-9.443380355834961,147.22000122070312,PG,Port Moresby Jacksons International Airport,Port Moresby
KRJ,-4.59666666667,143.5225,PG,Karawari Airstrip,Amboin
TLP,-4.7748,141.0133,PG,Tumolbil Airport,Tumolbil
SPH,-8.3038,147.1659,PG,Sopu Airport,Sopu
ONB,-8.67436111111,147.262416667,PG,Ononge Airport,Onange Mission
SXA,-6.0908,147.5955,PG,Sialum Airport,Sialum
KIQ,-8.065111111110001,147.332027778,PG,Kira Airport,Kira
RBP,-9.97111111111,149.832222222,PG,Raba Raba Airport,Rabaraba
RMN,-5.89722222222,141.271666667,PG,Rumginae Airport,
KMR,-6.4921,144.823,PG,Karimui Airport,Karimui
RKU,-8.817000054,146.5243833,PG,Kairuku Airport,Yule Island
MWI,-5.13,143.4829,PG,Maramuni Airport,Maramuni
KOR,-7.8346666666700004,146.5335,PG,Kakoro(Koroko) Airstrip,Kakoro
MRH,-4.3615,141.785,PG,May River Airstrip,May River
SBE,-6.10444444444,142.278333333,PG,Suabi Airport,
SDI,-5.62713888889,146.462777778,PG,Saidor Airport,Saidor
NIS,-2.66222222222,151.997777778,PG,Simberi Airport,Simberi Island
SFU,-9.59305555556,148.636111111,PG,Safia Airport,Safia
SIL,-9.07355555556,148.38925,PG,Sila Airport,Sila Mission
SBV,-5.5765,155.0489,PG,Sabah Airport,Sabah
SIM,-5.278611111110001,144.544722222,PG,Simbai Airport,Simbai
SGK,-5.12583333333,144.323611111,PG,Sengapi Airstrip,Sengapi
SXH,-9.96452777778,151.161861111,PG,Sehulea Airport,Sehulea
SBC,-5.315,141.752,PG,Selbang Airport,Selbang
SMH,-6.075277777779999,146.811111111,PG,Sapmanga Airport,Sapmanga
SPV,-3.8821,143.6734,PG,Sepik Plains Airport,Sepik Plains
TDS,-7.6217,142.868,PG,Sasereme Airport,Sasereme
SKC,-8.0466,141.7222,PG,Suki Airport,Suki
SXW,-5.9701,148.8543,PG,Sauren Airport,Sauren
SWG,-6.13955555556,147.279166667,PG,Satwag Airport,Satwag
MBV,-6.345,147.591,PG,Masa Airport,Masa
TIZ,-5.845,142.947998,PG,Tari Airport,Tari
TBG,-5.280471,141.227576,PG,Tabubil Airport,Tabubil
TFM,-5.12608,141.641922,PG,Telefomin Airport,Telefomin
TDB,-9.1586,148.0686,PG,Tetebedi Airport,Tetebedi
TGL,-11.3311111111,153.202916667,PG,Tagula Airport,Sudest Island
TFB,-5.117249,141.418076,PG,Tifalmin Airport,Tifalmin
TPI,-8.35666666667,146.989166667,PG,Tapini Airport,Tapini
RAB,-4.34046,152.380005,PG,Tokua Airport,Kokopo
TKW,-5.243667,142.165194,PG,Tekin Airport,Tekin
KDQ,-3.600556,141.051667,PG,Kamberatoro Airport,Kamberatoro Mission
TEP,-5.9553,146.5595,PG,Tep Tep Airport,Teptep
TBQ,-6.46666666667,145.532222222,PG,Tarabo Airport,Tarabo
TSW,-7.0695,146.1272,PG,Tsewi Airport,Tsewi
TRJ,-5.614,141.0421,PG,Tarakbits Airport,Tarakbits
TFI,-9.07595443726,149.319839478,PG,Tufi Airport,Tufi
TBE,-4.196633,143.519222,PG,Timbunke Airport,Timbunke
TWY,-7.4463,146.1067,PG,Tawa Airport,Tawa
TEO,-8.16972222222,146.194444444,PG,Terapo Airport,Terapo Mission
TKB,-7.6808,146.5503,PG,Tekadu Airport,Tekadu
UMC,-7.0214,145.966,PG,Umba Airport,Umba
URU,-9.5162,148.5591,PG,Uroubi Airport,Uroubi
UBI,-6.72916666667,155.683333333,PG,Buin Airport,Buin
AUV,-5.731111111110001,148.445277778,PG,Aumo Airport,Aumo
GLP,-5.2808,141.5411,PG,Gulgubip Airport,Gulgubip
UPR,-8.5411,142.6503,PG,Upiara Airport,Upiara
KUX,-5.372361111110001,141.623888889,PG,Kuyol Airport,
UVO,-6.0178,150.9557,PG,Uvol Airport,Uvol
TLW,-5.2726,150.0089,PG,Talasea Airport,Talasea
TCJ,-4.0165,143.1329,PG,Torembi Airport,Torembi
VAI,-2.6926,141.3028,PG,Vanimo Airport,Vanimo
TON,-6.6552,155.4326,PG,Tonu Airport,Tonu
WUV,-1.73611111111,142.836666667,PG,Wuvulu Island Airport,Wuvulu Island
WAO,-6.98944444444,145.075111111,PG,Wabo Airport,Wabo
WTT,-6.1325,146.467777778,PG,Wantoat Airport,Wantoat
WBM,-5.635293,143.892231,PG,Wapenamanda Airport,Wapenamanda
WAJ,-6.9523,142.6557,PG,Wawoi Falls Airport,Wavoi Falls
AGL,-9.3375,149.155556,PG,Wanigela Airport,Wanigela
WNU,-4.8961,145.3213,PG,Wanuma Airport,Wanuma
WBC,-9.3376,150.5093,PG,Wapolu Airport,Wapolu
WWK,-3.58383011818,143.669006348,PG,Wewak International Airport,Wewak
WOA,-6.796861111110001,145.891944444,PG,Wonenara Airport,Wonenara
WKN,-5.8603,155.2223,PG,Wakunai Airport,Wakunai
WSU,-5.96170944919,147.19822526,PG,Wasu Airport,Wasu
WTP,-8.545833,147.2525,PG,Woitape Airport,Fatima Mission
WUG,-7.345556,146.718611,PG,Wau Airport,Wau
YVD,-7.548,146.188,PG,Yeva Airport,Yeva
SMJ,-7.75,146.9273,PG,Sim Airport,Sim
TLO,-4.98083019257,152.009994507,PG,Tol Airport,Tol
WPM,-8.78822,142.882004,PG,Wipim Airport,Wipim
WEP,-8.6184,141.1381,PG,Weam Airport,Weam
